,userName,content,score,at
8245,정나영,넷플릭스 초기 화면에서 진입이 안되네요.. 삭제후 다시 깔아도 진입안되고 밑에 보니 안된지 몇일지난거 같은데 조치가 안되나보네요 내돈주고 보지도 못하고 이게 뭔일이죠?,1,2021-06-22 19:28:11
8246,Google 사용자,3~4분에 한번씩 자동으로 일시정지됨,1,2019-11-15 02:02:54
8247,김준호,"계속 구글계정에 등록되어있는 아이디로 로그인할거냐고 물어보고 ,, 계속 누르면 그냥 꺼짐,,,",1,2021-10-21 17:54:49
8248,동백,다 좋습니다. 근데 그유명한 나홀로집에와 해리포터가 없네요.3전 드리겠ㅅ부닏앙,3,2020-12-18 20:47:46
8249,한성안_울산남,어제부터 계속적으로 오류가 떠서 못보고있는데..언제 수정이 될까요?,1,2020-06-03 12:03:16
8250,PaPa youtube,...영화 업데이트좀 부탁드립니다,1,2022-05-04 21:51:53
8251,이창우,하루하루 즐삼~ 재미있는 영상을보고있어요.강~추,5,2021-10-13 19:21:46
8252,Google 사용자,영상을 볼수가없어요 무한 로딩중임,1,2018-09-29 21:47:16
8253,박범준,TV랑 연결되는것도좋고 그냥다좋은것같아요,5,2021-08-29 15:04:43
8254,Google 사용자,재밌는채널이 많아요~,5,2020-02-28 03:29:34
8255,bbakie Park,접속오류 1023 이거 뭡니까??!! 요즘 너무 자주 접속이 안됩니다,2,2020-06-21 20:15:09
8256,Google 사용자,블랙베리 키투. 자막이 오른쪽으로 치우쳐서 나오는 현상 해결 부탁합니다.,2,2018-11-03 20:27:01
8257,김나희,종류가 조금만 더 많으면 좋겠지만 너무 좋습니다,5,2021-01-02 16:33:55
8258,Google 사용자,중국 드라마에 중국어(간체자) (번체자) 자막도 같이 넣어주셨으면 좋겠습니다.,5,2019-02-09 23:24:13
8259,아름다운,계속 영상이 중단됍니다,1,2020-11-28 11:09:04
8260,신정현ᆞ30년 전,화면 누르면 재생버튼 없어지게만 해주면 5점,2,2020-05-02 15:09:05
8261,Google 사용자,계속 재생하면 검은색 화면만 뜸,1,2020-04-10 23:19:14
8262,임박사,팝업창으로 보기가 갑자기 안되는데... 왜 그러는걸까요,4,2021-02-19 14:49:45
8263,Google 사용자,아니 로딩을 몇분동안 하는건지 너무 답답하네,2,2019-01-07 00:07:17
8264,개박살,근데 어플이 무슨 콘텐츠가 있는지 확인하고 결제가 안되는건가요? 선결제하고 무슨 내용보라는건지..,1,2021-05-20 01:43:52
8265,Google 사용자,삭제했다 깔아도 업데이트해도 안됩니다 언제 고쳐주실거죠?????,1,2019-01-23 21:40:53
8266,지지김,분할화면 지원좀 하세요 다른데는 다되는데 넷플릭스만안되네 시대에 뒤떨어짐,2,2020-06-07 03:15:20
8267,Google 사용자,인터페이스가 잘 되어 있어요,5,2020-03-26 11:23:51
8268,안신희,"다시, 지우고 다운로드도 안됨",1,2022-03-19 12:57:05
8269,Google 사용자,왜 대체!!!! 109 에러가 뭔데 폰에서 접속 자체가 안되는겁니까 ㅠㅠㅠ 고쳐주세요 얼릉!!!!,2,2018-11-25 13:41:04
8270,Google 사용자,업데이트했는데도 보다가 자꾸 튕겨서 꺼져요,4,2019-06-12 22:46:43
8271,님,다 좋아요 근데 해리포터 전편 시리즈도 없고 디즈니 토이스토리 라푼젤 피터팬 인어공주 바비 백설공주 신데렐라 미녀와야수 다없네요ㅠㅠ 해리포터 마법사의돌 비밀의방 혼혈왕자 디게 재밌게 봤는뎁... 요즘애들도 다알걸여 ㅠ나오면 다 볼테니까 꼭 나와줬으면 좋겠어요 어벤져스 인터스텔라 보헤미안 랩소디 꼭 올려주시면 고화질로 올려주신다면 너무 감사히 보겠습니다😂,5,2021-01-14 06:09:17
8272,아미망고,성인연령 인증 다했는데 왜 갑자기 다시 하라는거죠..? 어제까지만 해도 잘 봤는데,3,2021-05-20 12:46:54
8273,Google 사용자,기술적인 문제라면서 돈은 계속 나가고 이럴거면 차라리 사기 사이트를 만드는게 나을건데??,1,2018-11-19 20:04:09
8274,Google 사용자,예전에 너무재미있게 봐서 재가입했습니다,5,2020-01-17 15:28:38
8275,소우주,전 정말 정확하게 아이디 비번을 쳤지만 안돼네요,1,2020-09-16 10:19:23
8276,mk k,앱자체 언어설정 영어로 했는데 업데이트하니까 한국어랑 영어랑 섞여서 떠요...,2,2020-09-10 02:44:35
8277,Soo Yeon Cho,쉬다가 다시 결제했더니 돈만 나가고 앱 실행이 안되요.,1,2020-09-13 10:42:18
8278,한두리,아니 원래 이런거 리뷰 안남겨봤는데 최근들어서 자꾸 끊기고 에러걸리고 깔았다가 지워도 계속 그러니까 짜증나네,1,2020-05-28 16:57:37
8279,Google 사용자,갑자기 왜 이렇게 팅기죠 보다가 꺼지고 그렇네요 너무 불편해요,2,2019-04-04 20:02:37
8280,k앨리,보고싶은 걸 볼 수없고 일방적으로 보여주는 것만 볼 수 있어 공산당 같다,2,2020-10-27 23:10:38
8281,Jaewon Ahn,1.5배속 빼지마세요,5,2022-06-04 22:04:06
8282,밀양도박사,왓챠도 좋지만 역시 넷플릭스가 최고!,5,2020-11-18 20:23:21
8283,Google 사용자,다 좋은 데 왜 안 들어가지죠..? 자꾸 디바이스 오류라고 뜨네요...... ㅜㅜㅜㅜㅜ 왜이래우,3,2019-02-16 17:44:19
8284,Google 사용자,좋은데..배속기능추가해주세요,3,2019-10-31 15:58:39
8285,이나라사랑업,지난방송 어디서든 쉽게 볼수있다,5,2020-09-02 13:52:17
8286,김후까,제가 정말 즐겨보던 모아나랑 주먹왕랄프2가 없어졌어요 검색해도 안나와요 왜죠 ㅠ,5,2020-06-30 19:14:06
8287,한성일,정말 좋은것들을 볼수있는데..제가 좋아하는 호텔델루나 넷플릭스에세 해주시면 안되요?,1,2021-08-29 21:52:52
8288,Google 사용자,오늘 오전 부터 화면이 자주 멈추고 자막과 소리만 나옵니다 요즘 예민할때 더 예민 조치부탁,1,2020-04-12 22:04:08
8289,Clark Kent,네플릭스 순위 올려!!!,5,2022-03-22 19:29:05
8290,Jerry Jerry,팝업창 사이즈조절이 되었으면 좋겠어요..^^,3,2021-04-06 19:57:55
8291,S.데빌,왜 결제되자마자 튕기더니 접속이 안되나요? 껏다켜고 지웟다깔고 해봐도 해결이 안되네요...조치해주세요,1,2020-06-24 22:56:47
8292,Google 사용자,결제를 할지 말지 판단하기 전에 무슨 작품이 있는지 알아볼 수라도 있게 해야지 앱을 처음에 깔아서 들어가면 아무것도 안되고 체험판을 쓰려 해도 계정 생성부터 해야되니깐 난감하네요,2,2020-03-25 00:44:03
8293,양효성,재미있어요 그리고 무료로 볼수있으니까 참 좋아요 굿굿 😍😍,5,2021-01-08 21:00:45
8294,JaeHwan Jeon,지플립인데 영상 재생 안된지 오래 됬네요 넘짜증,1,2021-06-10 18:26:53
8295,Google 사용자,중드에 중자막좀 추가해주세요. 중드는 원래 자막 나오는데 넷플에서는 일부러 삭제해놨나요? 중국어 자막 보며 공부하고싶은데 불편하네요.,3,2020-11-22 01:01:49
8296,Google 사용자,실행이 안되네요? 오류가 있다고 꺼지고 지웠다 다시 살행해도 안되네요???,2,2019-01-21 13:48:28
8297,난공주병 이라네 ᄏᄏ,제가 잘몰라서 그런지 모르겠지만 뭘 틀면 소리만 나오고 검은배경이나오네요 그리고 오늘 처음시작해서 무료채험인데 검정배경 어떻해하나요?,2,2020-06-11 00:31:11
8298,츠히tsuhee,재미있긴한데..제가원하는게별로 없내요.,3,2020-05-15 10:31:38
8299,이병우,가격 인상 그만하면 좋게ㅛ에여,4,2022-02-22 01:27:14
8300,진정,와..나만 갑자기 이렇ㄱㅔ 렉걸리나..pip로 전환할때 렉. 소리만나오고 화면은 멈춤. 걍계속 멈춤..나만이래...? 돈아까워 어제부ㅌㅓ이래...,3,2021-01-09 23:48:01
8301,하연옥,정말 너무 하네요. 이렇게 접속이 안 되면 어떻게 사용하란 말인가요,1,2020-06-12 13:36:16
8302,왕민트TV,재미있는데 극장판 안녕자두야:제주도의 비밀 언제 나오나요?,5,2022-02-11 10:59:57
8303,이현욱,몇개가 없어졌어요,1,2022-05-17 19:44:07
8304,이종찬,아주 좋아요,5,2022-06-10 10:57:58
8305,이정일,인내샘의 한계를 보게 된다.,1,2022-06-01 12:14:19
8306,차정우,업데이트좀 해주세요,3,2022-06-13 21:49:55
8307,붕붕,모바일버전 왜이럼?,1,2022-06-10 13:31:20
8308,jsy,겁나 비싸요^^;,1,2022-06-09 17:14:09
8309,Google 사용자,화질 조정이 안되요,1,2020-04-04 22:03:44
8310,Google 사용자,아니30일무료아니면안돼요 30일무료이용이안돼요. 할거면똑바로하세요.,1,2020-04-27 10:59:07
8311,양원선,넷플릭스키면 로고이후에 아무런 반응이없음 왜이럼..??,1,2022-02-19 08:25:46
8312,둥이,왜 자꾸 오류뜨면서 보던게 꺼지고 그러나요 매끄럽지 못합니다,2,2020-07-17 21:36:42
8313,Google 사용자,업데이트후 앱이 전혀 열리지 않아요 열자마자 꺼집니다 해결해주세요,1,2019-06-27 21:12:58
8314,박지훈,너무너무 영화가 재밌는거만 올라로니 좋네여,5,2021-08-15 22:20:03
8315,앵앵,후.... 송강님 덕분에 넷플릭스를 깔게되엇읍니다....사실 드라마는 잘생긴맛에 보는 것이죠😏,5,2020-12-25 01:00:02
8316,Google 사용자,애니메이션 1기 2기 3기 있는것들 다 있었으면 좋겠어요,4,2019-08-12 22:20:12
8317,deok ho Yun,검색해도 나오지 않는 것들이 많아서 아쉬움.,4,2020-06-05 22:54:25
8318,김의진,10초 재생 무한 자막 영상은 어디서? 이러면서 결제할거란 굳은 믿음은 어디서 나오는지..돈벌려면 제대로 일하세요,1,2021-03-03 19:15:59
8319,채스와,아니 다좋은데 프리파라 왜 3기만있냐고 .. 1기 2기도 보고싶은데 차라리 1기만 있지 왜 3기만 있냐고,4,2022-01-12 14:05:56
8320,Google 사용자,스마트폰으로 볼때 화면 잠금 기능좀 넣어주세요.....,3,2019-12-31 18:05:05
8321,Google 사용자,갤s8 유저입니다. 로고만 뜨고 진행이 안되는게 언제부터인지 기억도 안나네요 개선하실 생각이 있긴 하세요?,1,2018-09-20 00:16:08
8322,단명,아니 이거 애니 재생할때 왜 자꾸 멈추나요? 유로앱 맞아요?? 불법싸이트보다 더 자주 멈추는것 같은데;; 돈내고 보는건데 이러면 곤란하죠... 제가 애니 불법싸이트 인줄 모르고 불법싸이트로 보다가 불법이라는거 알아서 넷플릭스 깔아서 볼려고 했는데요. 그 불법싸이트보다 더 많이 멈추네요 ㅋㅋㅋㅋㅋ 리뷰보니까 서비스 관리 제대로 안하는것 같은데..어떻게 답변 한줄도 없습니까..ㅋㅋㅋㅋ,1,2020-06-14 02:48:33
8323,조가비,화면이 안나오고 소리랑 자막만 나온 이게 뭔경우?,1,2020-09-25 18:53:49
8324,Google 사용자,화면이 너무 검게나롭니다,2,2020-03-05 17:23:36
8325,김ᄇᄒ,귀칼 무한열차 언제나와요... 그리고 없는게 넘 많네요 :(,3,2021-09-26 22:22:16
8326,송별님,왜 이렇게 설치 하나하는데 힘이드나요??ㅠㅠ 앱다운 받는데 이리 힘이드는거라면ᆢ,1,2020-06-02 02:02:54
8327,Google 사용자,너무좋아요! ty를제손에든거같아요 핸도폰ty??ㅎㅎ었쨌든너무좋아요^-^~,5,2019-07-30 22:51:00
8328,Google 사용자,자막 중간에 계속 안나오는것좀 어떻게좀 해보세요... 볼수가없어요...,1,2018-12-30 00:18:32
8329,Google 사용자,스마트폰에서도 플로팅 기능 추가 해주세요,4,2019-02-07 00:29:03
8330,Google 사용자,스탠다드HD인데 스트리밍 화질이 1080이 안되네요,1,2020-03-08 18:01:32
8331,킴영,결제까지했는데 왜 꺼지죠 계속 돈은 나갔는데 앱에 들어가지지않습니다.,1,2020-08-14 01:30:36
8332,이정태,세상에 이런 개꿀앱이있다니 ㄹㅈㄷ다 정말 잘 보고있습니다 재미있는것들 많이올려주세요,5,2021-01-06 22:17:05
8333,쪼꼬미타로Choco_me tarot,애니메이션과 중드 부족해서 볼 것이 없다. 차라리 웨이브로 갈란다.,1,2021-03-30 14:09:29
8334,Google 사용자,에러 1001 해결안합니까??? 빨리 해결좀해주시죠...........진짜 서비스왜이럽니까,1,2019-11-22 00:10:30
8335,youn lee,노트10+ 오류가 많다고 나오네요ᆞ 어여빨리 시정해주세요ᆞ,1,2020-05-29 15:32:23
8336,Google 사용자,"첫화면에서 넘어가지않고, 앱 재설치를하려니 설치할수없다고 뜨네요ㅠㅠ",1,2019-01-25 18:01:13
8337,조성호,노트10에서 몇일전부터 -1023 에러뜨고 들어갈수가 없어요 빨리 조취취해주세요,1,2020-08-05 17:30:10
8338,Google 사용자,왜 넷플렉스 실행하면 로고화면에서 다음으로 넘어가지 않죠?,1,2019-09-16 22:31:45
8339,슬슬,제발 소형플레이어로 볼 때도 자막이 나왔으면 좋겠네요;;,3,2021-05-17 01:35:47
8340,Oo 석류 oO,"넷플릭스는 들어라! 나는 ""어서오세요 실력지상주의 교실에"" 가 보고싶습니다!!!!!!!! 글고.. 드라마라던가 애니 등등 없는게 좀 많네요.... 보고싶은게 여기엔 읎어..왜",3,2022-07-07 12:32:28
8341,Google 사용자,앱이 켜지지 않아요. 중간에 꺼지기도 하고 지금은 실행도 안돼요. 어떻게 해야 하죠?,2,2019-06-22 20:26:37
8342,Google 사용자,멤버쉽해제햇는데 왜 자동결제로 돈이 나가죠 해제하고 탈퇴까지햇는데 환불처리 제대로 해주세요,1,2019-10-21 02:40:05
8343,ᄏᄏᄏᄏ,음 보던것들이 갑자기 넷플릭스에 없네요,3,2022-02-05 11:10:48
8344,Google 사용자,무료체험하려는데 카드등록하는 부분에서 18세이상만 되더군요 그러면서 왜 앱은 12세로 해놓으신건지..,1,2019-07-20 16:17:19
8345,김현국,꽤 볼만해요. 영화나 드라마 종류가 더 많았으면 좋겠어요.,2,2021-03-29 20:54:24
8346,님우혁사랑,어플 오류 빨리 해결해주세요.. 갤럭시10 왜 자꾸 오류가되죠 ?? 주말부터 볼수가 없어요..,2,2021-03-22 17:48:46
8347,레슬링,"마블,해리포터,등 더 많이 나왔으면 좋겠어요.",5,2021-10-30 21:06:01
8348,min seong kim,오류가 너무 빈번하게 발생함.,1,2020-06-07 22:02:52
8349,윤진섭,별탈없이 잘 작동하는 어플ㅎㅎ,5,2021-04-06 18:26:18
8350,너른내,재미있는 영화를 많이 볼 수 있어서 좋았어요~,5,2021-01-31 11:07:32
8351,Google 사용자,편하긴 한데 번역상태가 좀 영..,3,2019-03-25 14:09:19
8352,Jay G,밝기최대로해도 어둡네요,3,2021-12-05 16:32:19
8353,세비닝,도쿄구울 정주행하려고 했는데 시즌1이 사라졌어요 이거 복구해주세요 제발,3,2021-08-15 16:21:01
8354,Google 사용자,다 좋은데 자막에 검은색 배경 없는게 나아요ㅠㅠ,3,2019-10-27 09:25:35
8355,초여울,3일째 앱이 전혀 열리지않고 있네요 삭제햇다가 다시 깔아도 먹통. 진짜 결제한 돈이 아깝네요,1,2020-07-17 22:36:52
8356,후이게다뭐라고,아 왜 로그인이안되는데요. 너무 빈번하니까 짜증나려고하네. 돈주고보는건데 이게뭡니까..,1,2020-05-25 23:00:00
8357,love we,넷플릭스접속불량 계속 나중에 다시접하라고 뜸 돈돌려줘~,1,2021-09-21 15:27:02
8358,고동,수퍼소닉 음성 한국어는 안돼나요?,3,2022-04-07 12:14:16
8359,모두까기,"몰 봐야될지 모르겠다..,. 오래못갈듯",2,2022-03-03 11:18:51
8360,Google 사용자,사용한지 1년 넘는데 최신 미드나 영화가 너무 부족합니다,1,2019-08-27 09:52:00
8361,원서하,아니 너무 오류나네요... 정도껏그래야지 공짜도 아니고 좀 심하네요,1,2020-05-25 23:12:48
8362,박hj,광고좀 호러로만들지마세요!!!!!!짜증나요!!!!!!! 안그래도 코로나라 스트레스 쌓여서 짜증나는데 네이버 티비볼때마다 넷플릭스 광고 오지게 나오는데 왜케 다 호러로 나와서 짜증나게 해요? 나이거 진짜 짜증나서 항의할려고 앱설치했어요!!! 항의한다음에 앱 삭제할거에요 !!!!광고 이따위로 하는데 넷플릭스 보고싶겠어????!!!!!!!!!!!,1,2020-12-31 22:40:55
8363,Google 사용자,아니 ㅡㅡ 가입한적도없는대 월이용료 12000원씩청구 어ㅓㄴ워러난으트틑 환불해주세요 ㅡㅡ짜증나,1,2018-12-13 18:47:00
8364,Google 사용자,프로그램에 대한 사람들의 후기 같은것들도 볼 수 있으면 좋겠어용!,5,2020-01-27 18:41:27
8365,EoJin Park,재생오류인데 기기를 초기화 하라니... 앱을 수정해야죠,2,2021-05-11 22:28:54
8366,დ지아დ,이거 너무좋 아요!!근데 귀멸의칼날 유곽편은 언제나오나요...ㅠㅠ,5,2021-12-17 21:02:05
8367,Yuri Huh,자꾸 화면이 멈추고 소리만 재생됨,2,2021-02-25 18:36:06
8368,보댈,티비에서는 잘 되는데 핸드폰 로그인 했을라나 전혀 안됨,1,2020-08-23 20:24:24
8369,유현진,"도쿄리벤져스 이거 제발 나오면 좋겠고,다른건 다 좋아요 좀 질리긴 하지만",5,2021-08-01 04:00:22
8370,이샘물,월정액 아깝지않다고 느낄만큼 잘 이용하고 있어요:),5,2020-12-28 16:34:05
8371,Google 사용자,유료영화컨텐츠 중 에는 넷플릭스가 갑. 올레쓰다 학을때고 갈아탐.,5,2018-11-15 21:39:12
8372,장성진,영화 보기 너무 편리하고 좋아요.,5,2020-07-08 18:53:43
8373,Jae im Kim,사용하기 편리하고 다양합니다!♥,5,2021-06-27 10:43:30
8374,Choi Ares,아주 유용하게 사용중이며 편함,3,2020-11-11 18:03:59
8375,Google 사용자,지금 첫 로딩화면에서 넘어가질 않습니다 s7이고요,1,2019-01-21 22:43:58
8376,Dabeen Jang,관리자 어플 최초실행시 지금 접속할 수 없습니다.에러 처리요망 흰불해 주시든지요.,1,2020-05-27 03:15:12
8377,잔디판,영상 속도 배속이 가능하면 좋겠다,4,2020-07-14 00:39:39
8378,화니,1023오류 장난치냐? 세네달전부터 가끔이러더니 이제는 접속도계속안되네 일안하지? 돈만받아쳐먹고,1,2021-03-30 02:41:36
8379,Ptera lion,포켓몬스터 썬&문 너무 재미있었어요. 그래서 벌써 시즌2:78화까지 봤어요. 그런데 지금 보고있는 썬&문을 보다가 포켓몬스터 W를 보니 내용이 처음부터 시작되다보니까 불편해서 다시 썬&문을 봤어요.,5,2020-08-11 23:26:26
8380,돼지꿀꾸리,아직도 검은 화면에 소리만 나오는데 저만 그런가요? 제발 해결해주세요 제 돈주고 서비스 이용을 못하는게 말이됩니까,1,2020-10-25 10:37:42
8381,김수민,안녕하세요 아이엄마입니다 우리아이가짱구는못말려를좋아합니다 극데우리아이가세로나온짱구는못마려가인따고합니다 넷플릭스에짱구는못말려그림완국 을민드러주세요 제발요,5,2022-02-20 22:55:52
8382,안갱,돈쳐먹고 뭐하는 짓이냐. 빨리 접속 복구해라.,1,2021-04-04 12:25:23
8383,Google 사용자,쓰기 편합니다 컨텐츠나 많이 부탁드려요,5,2019-09-06 23:36:16
8384,한새벽,모바일은 퍼버링이하고 끓긴현상이 좀 심한대요??,3,2020-08-08 22:35:06
8385,Google 사용자,인증번호 맞는데 자꾸 아니라고 뜨네요 분명히 맞는 번호 인데 자꾸 잘못됐다고 해서 화가나서 가입 안하려구요,1,2019-07-24 18:47:09
8386,이카르,넷플릭스 이용에 아주 유용한 앱이네요.,5,2020-06-02 00:45:47
8387,ᄃᄇ,보고싶은게 많은데 제가 보고싶은것들이 많이 없어요 ㅠ 달리는사이 구미호뎐 등등 ㅠㅠ,3,2022-01-10 01:57:23
8388,다섯양갱,네이버로 볼랬더니 막아놨네 앱다운로드수가 그렇게 중요한가 나는 돈내고 보는 유료 회원이라고 ㅋㅋ; 원하는 플랫폼에서도 못보게하고 강제로 어플깔게하는거 너무열받고,2,2021-01-16 12:27:37
8389,신수임,자꾸 찜한 영화나 드라마가 혼자 스스로 풀려있습니다. 어플을 삭제했다 다시 깔아도 그렇습니다.,3,2020-11-19 19:03:54
8390,제주산방식당,접속 안되길래 삭제하고 다시 설치하니까 되네요 ㅡㅡ;;,3,2021-03-23 14:31:53
8391,brigerton duke,갤노트9인데 소리만 나오고 영상 계속 멈추는데 언제 고치냐??,1,2021-03-20 23:26:53
8392,Google 사용자,재미있는거도 있지만 그저 그런 것도 많음.. 밴오밴이라던지 왕자의 게임등 이런거는 없음,3,2020-01-29 18:50:41
8393,Google 사용자,6월22일 실행오류 계속나고 삭재후 재설치도 안됨 주말인데 ㅜㅜ,1,2019-06-22 10:15:24
8394,잡식고라니씌,마법사의 신부 어디감? 짱나네.. 딴건 좋운데 마법사의 심뷰 갑자기ㅣ 사라져서 어이없네 다시 돌려놓길 바란다.,3,2021-07-26 13:26:47
8395,김인경,다양한콘텐츠가이으면좋을것같음,5,2020-06-16 06:30:34
8396,Google 사용자,넘나재밋오 라고3월에 썻네요.근데 수정합니다. 동영상 시작하고 재생바 10초정도 안내려와서 고객센터 문의했었고 pip문제인거 아니냐며 이런저런 시도해보라고 하더군요 안됩니다.결론적으론. 혹시나해서 댓글들 찾아보니 저만이런게 아니네요..심지어 같은 계정에 다른이름으로 쓰고있는 제남친은 또 괜찮네요 이게뭔지..... 얼른 개선해주시길.. 영화소개하는 유투브채널에서도 넷플릭스에 있는것들 소재로 하는것도 많은데 그걸보고 저도 넷플 이용하게 됐거든요? 유입경로야 어쨌든 결제하고 이용하는데는 불편하지 않아야될거같은데 조속한 개선좀 부탁드립니다,1,2019-10-31 16:05:55
8397,KW J,애니메이션 보는데 성인컨텐츠도 온갖 모자이크에 일부장면 삭제까지...이 정도면 원작훼손이다,1,2020-09-10 05:27:58
8398,Google 사용자,다 좋지만 베놈이랑 ocn 드라마 보이스 시리즈도 넣어주세염,5,2020-02-29 21:22:13
8399,Google 사용자,아 너무 좋아 하앙 컨텐츠가 좀 더 많았으면 더 좋을거 같다,5,2018-11-17 09:21:09
8400,정유진,최신영화 업데이트가 너무안되네요 커피프린스도 업뎃해주세요ㅎ,5,2021-01-14 10:29:12
8401,Google 사용자,S10에서 사용시 오류가 자주 생깁니다 패드는 괜찮네요,3,2020-04-22 20:56:43
8402,/포인통닷컴,티비에서는 돈내고 봐야하는데 여기서는 돈 않내고 봐서 너무 좋습니다^^,5,2021-09-17 16:41:24
8403,ᅵᄋᄋ,좋지 않은 부분 세계언어 들이 없엄,3,2022-03-20 18:00:21
8404,Google 사용자,영상 시청할때 1.2 1.5 1.75 2배속 등 배속 시청 가능하게 해주세요~,3,2020-01-25 11:45:16
8405,Google 사용자,완전좋아요 자막이 가끔 이상한거 빼곤,5,2020-03-01 14:58:56
8406,김지연,"넷플릭스 정도면 해리포터 가지고 올 수있지 않나요?? 해리포터 plz.. 넷플, 배신하지 않게 해줘요",4,2020-12-08 00:04:03
8407,나성,갤럭시 S20울트라 터치시 재생바가 사라지지 않내요,5,2020-07-28 19:28:16
8408,Ar Wo,실행이 안됨 돈내고 쓰는 앱이 왜이럼,1,2022-02-09 20:17:43
8409,김아랑,갑자기 화면이 검은색으로 보여요 자막만 떠요,1,2021-02-25 20:48:14
8410,김영미,접속이 갑자기 안됩니다 보다가 튕겨져 나왔네요,1,2020-05-25 23:09:27
8411,Isak Gwon,소리만 나고 화면이 까맣게 안보여요,1,2020-06-16 08:57:24
8412,Google 사용자,갤럭시탭 s6도 hd 지원되는 거 맞나요?. 고화질로 설정해도 계속 720p네요....,1,2020-03-10 13:52:24
8413,Google 사용자,찜한 콘테츠에 찜한 목록이 안떠요ㅜ,2,2019-02-01 08:58:42
8414,Oh Wook Kwon,다시 설치했는데 로그인이 안돼요,1,2022-02-06 08:02:43
8415,Google 사용자,30일 무료가 있다고 해서 체험해보기 위해서 설치한 사람입니다. 분명 30일 무료로 가입을했는데 첫날에 결제가 되어있네요. 어떻게 된일인지 좀 알려주세요,1,2019-11-03 21:28:37
8416,KI DH,화면이 계속 안뜨고 멈추네요...,1,2021-07-24 08:52:06
8417,Google 사용자,사용중이던 sd카드 교환후 다운도 안되고 짜증남니다,1,2019-09-19 01:30:16
8418,람보하엘,아니 05년생 들은 결재 등 가입을 막고 04년생 들만 가입 허용하는 건 너무한거 아닌가요.,1,2021-09-11 00:46:36
8419,원빈사촌동생,보지도않는데 갑자기 자동결제되서 방금 해지했는데 이번꺼 환불좀 부탁드립니다,5,2021-01-19 03:14:08
8420,Google 사용자,아니왜 넷플릭스 글자만뜨고 안넘어가는데 ㅡㅡ 폰도갤s8+인데 결제한거어쩔꺼냐,1,2019-02-05 21:28:06
8421,남윤석,아니 돈주고 넷플보는데 장난하는것도아니고 지웠다가 다시 깔아서 로그인했는데 왜자꾸 돈내라는건데요 한달치 긁혔는데 좀 고쳐주시던가 환불을 해주시던가 진짜로 돈받으면서 일을 재댈로 안하면 어쩌자는건가요?,1,2022-01-14 22:05:00
8422,박동신,볼게 너무없는거 빼고는 너무좋아요,5,2021-08-21 16:07:03
8423,Google 사용자,계정이 없어서 회원가입을 하려는데 아무리 눌러도 홈으로 돌아가는 무한반복이네요.회원이 아닌 사람은 이용을 하지 말라는 건가요? 아예 이용을 할 수가 없어요.,1,2019-01-27 21:26:25
8424,Google 사용자,스타트렉 시리즈 너무 좋아요 디즈니 플러스 나와도 넷플릭스 계속 구독할테니까 스타트렉은 없애지 마요 ㅠㅠ,5,2020-04-03 22:32:02
8425,박준형,다 좋은데 어플로 보면 화면 멈추고 소리만 나옴 앱 끄면 폰이 순간 먹통됨.. 한 2주된듯 돈주고 이용하는건데 어플 오류로 2주동안 보질 못함.. 못즐기면 기존 고객들 돈좀 싸게 받던지 하세여 정떨어지게하는 오류좀 없애고여 제바아아알,2,2021-03-04 21:02:52
8426,송경여,결재하자마자 앱이 안켜지네요 갤럭시 탭인데 왜이러나요,1,2020-08-25 21:40:49
8427,yy o,VR모바일기능만 넣어주시면 다좋와요!,4,2020-12-24 14:51:24
8428,387 roknavy,"어서와 한국은 처음이지 6월 10일분 작동안하는거 알고 있으려나 모를려나..╮(╯_╰"")╭",3,2021-06-15 13:48:43
8429,Kim Kyem,동시자막 기능이있으면 좋겠습니다,5,2020-07-12 20:53:39
8430,Google 사용자,영화도 완전 신작까진 안바라는데.. 영화도.. 볼거 없고.. tv 프로 다시보기나 좀 유용하게 쓰려나 싶으면 매주 업뎃도 안되고... 왜그러는지.. 한국 tv 예능. 드라마... 매주 업뎃이라면서 업뎃 안되는것좀 제발 신경써줄 생각은 아이에 없는거에요?? 매주 업뎃이라 했음 좀 따박 따박 업뎃좀 해주세요... 이거 믿고 본방 안보고 넘기는 프로도 많은데.. 그나마 조카가 애니나 마블영화 무한 반복해서 회원제 연명하고 있지만... 이런식의 서비스면 조만간 해지할 지경입니다..,2,2019-09-26 00:18:22
8431,Google 사용자,왜 껏다키면 접속할수 없다고 계속 뜨나요 며칠ㅉㅔ,1,2020-03-23 23:54:34
8432,송건우,사용중에 끊켜서 다시 로그인하니 다시 결제하라고 합니다 제발 고쳐주세요....,1,2020-10-03 16:11:11
8433,Google 사용자,"이중 자막 사용은 안되나요? 한,영 둘다 사용하고싶은데요..",4,2019-09-20 13:11:23
8434,김사랑,태블릿 로그인이 잘안되요 여러시도끝에 되네요,5,2021-06-04 20:19:45
8435,세리,-1023 접속할 수 없다고 계속 불편하게 뜨네요,1,2020-06-11 17:50:28
8436,TAEYEON KIM,자꾸 다시 설치해야되요 ㅠㅠ 오류라고 실행이 안돼요,1,2020-10-22 18:06:22
8437,Google 사용자,장난하세요? 결제는결제대로 되고 앱은들어가지지도 않고 왜이러는데요. 결제취소를 해주시던지 아니면 볼수있게해주시던지 지웠다다시깔아도 똑같고 어떻게 하라구요!!!바로답주세요!,1,2019-10-12 23:01:16
